release_date,Headline,Brief,raw,cleaned,sentiment,sentiment_score,weighted_daily_sentiment_x,weighted_daily_sentiment_y
04-03-2025,"LEVI & KORSINSKY, LLP ANNOUNCES INVESTIGATION OF ACTIVISION AND CALL OF DUTY VPPA VIOLATION","NEW YORK, NY / ACCESS NEWSWIRE / MARCH 4, 2025 / LEVI & KORSINSKY, LLP IS INVESTIGATING POTENTIAL CLAIMS ON BEHALF OF INDIVIDUALS WHO PURCHASED VIDEO GAMES THROUGH CALL OF DUTY'S WEBSITE (HTTPS://WWW.CALLOFDUTY.COM/). LEVI & KORSINSKY, LLP'S INVESTIGATION INDICATES THAT LEGALLY PROTECTED DATA MAY HAVE BEEN UNLAWFULLY INTERCEPTED DURING TRANSACTIONS WITH THE CALL OF DUTY WEBSITE, PARTICULARLY AFFECTING CUSTOMERS WHO PURCHASED VIDEO GAMES ON THE CALL OF DUTY WEBSITE.","LEVI & KORSINSKY, LLP ANNOUNCES INVESTIGATION OF ACTIVISION AND CALL OF DUTY VPPA VIOLATION. NEW YORK, NY / ACCESS NEWSWIRE / MARCH 4, 2025 / LEVI & KORSINSKY, LLP IS INVESTIGATING POTENTIAL CLAIMS ON BEHALF OF INDIVIDUALS WHO PURCHASED VIDEO GAMES THROUGH CALL OF DUTY'S WEBSITE (HTTPS://WWW.CALLOFDUTY.COM/). LEVI & KORSINSKY, LLP'S INVESTIGATION INDICATES THAT LEGALLY PROTECTED DATA MAY HAVE BEEN UNLAWFULLY INTERCEPTED DURING TRANSACTIONS WITH THE CALL OF DUTY WEBSITE, PARTICULARLY AFFECTING CUSTOMERS WHO PURCHASED VIDEO GAMES ON THE CALL OF DUTY WEBSITE.","['levi korsinsky, llp announces investigation of activision and call of duty vppa violation', ""new york, ny access newswire march 4, 2025 levi korsinsky, llp is investigating potential claims on behalf of individuals who purchased video games through call of duty's website levi korsinsky, llp's investigation indicates that legally protected data may have been unlawfully intercepted during transactions with the call of duty website, particularly affecting customers who purchased video games on the call of duty website.""]",neutral,0.00835,neutral,neutral
03-03-2025,"ACTIVISION AND CALL OF DUTY VPPA VIOLATION UNDER INVESTIGATION BY LEVI & KORSINSKY, LLP ","NEW YORK, NY / ACCESS NEWSWIRE / MARCH 3, 2025 / LEVI & KORSINSKY, LLP IS INVESTIGATING POTENTIAL CLAIMS ON BEHALF OF INDIVIDUALS WHO PURCHASED VIDEO GAMES THROUGH CALL OF DUTY'S WEBSITE(HTTPS://WWW.CALLOFDUTY.COM/). LEVI & KORSINSKY, LLP'S INVESTIGATION INDICATES THAT LEGALLY PROTECTED DATA MAY HAVE BEEN UNLAWFULLY INTERCEPTED DURING TRANSACTIONS WITH THE CALL OF DUTY WEBSITE, PARTICULARLY AFFECTING CUSTOMERS WHO PURCHASED VIDEO GAMES ON THE CALL OF DUTY WEBSITE.","ACTIVISION AND CALL OF DUTY VPPA VIOLATION UNDER INVESTIGATION BY LEVI & KORSINSKY, LLP . NEW YORK, NY / ACCESS NEWSWIRE / MARCH 3, 2025 / LEVI & KORSINSKY, LLP IS INVESTIGATING POTENTIAL CLAIMS ON BEHALF OF INDIVIDUALS WHO PURCHASED VIDEO GAMES THROUGH CALL OF DUTY'S WEBSITE(HTTPS://WWW.CALLOFDUTY.COM/). LEVI & KORSINSKY, LLP'S INVESTIGATION INDICATES THAT LEGALLY PROTECTED DATA MAY HAVE BEEN UNLAWFULLY INTERCEPTED DURING TRANSACTIONS WITH THE CALL OF DUTY WEBSITE, PARTICULARLY AFFECTING CUSTOMERS WHO PURCHASED VIDEO GAMES ON THE CALL OF DUTY WEBSITE.","['activision and call of duty vppa violation under investigation by levi korsinsky, llp ', ""new york, ny access newswire march 3, 2025 levi korsinsky, llp is investigating potential claims on behalf of individuals who purchased video games through call of duty's website levi korsinsky, llp's investigation indicates that legally protected data may have been unlawfully intercepted during transactions with the call of duty website, particularly affecting customers who purchased video games on the call of duty website.""]",neutral,0.00835,neutral,neutral
03-03-2025,"LEVI & KORSINSKY, LLP ANNOUNCES INVESTIGATION OF ACTIVISION AND CALL OF DUTY VPPA VIOLATION","NEW YORK CITY, NY / ACCESS NEWSWIRE / MARCH 3, 2025 / LEVI & KORSINSKY, LLP IS INVESTIGATING POTENTIAL CLAIMS ON BEHALF OF INDIVIDUALS WHO PURCHASED VIDEO GAMES THROUGH CALL OF DUTY'S WEBSITE (HTTPS://WWW.CALLOFDUTY.COM/). LEVI & KORSINSKY, LLP'S INVESTIGATION INDICATES THAT LEGALLY PROTECTED DATA MAY HAVE BEEN UNLAWFULLY INTERCEPTED DURING TRANSACTIONS WITH THE CALL OF DUTY WEBSITE, PARTICULARLY AFFECTING CUSTOMERS WHO PURCHASED VIDEO GAMES ON THE CALL OF DUTY WEBSITE.","LEVI & KORSINSKY, LLP ANNOUNCES INVESTIGATION OF ACTIVISION AND CALL OF DUTY VPPA VIOLATION. NEW YORK CITY, NY / ACCESS NEWSWIRE / MARCH 3, 2025 / LEVI & KORSINSKY, LLP IS INVESTIGATING POTENTIAL CLAIMS ON BEHALF OF INDIVIDUALS WHO PURCHASED VIDEO GAMES THROUGH CALL OF DUTY'S WEBSITE (HTTPS://WWW.CALLOFDUTY.COM/). LEVI & KORSINSKY, LLP'S INVESTIGATION INDICATES THAT LEGALLY PROTECTED DATA MAY HAVE BEEN UNLAWFULLY INTERCEPTED DURING TRANSACTIONS WITH THE CALL OF DUTY WEBSITE, PARTICULARLY AFFECTING CUSTOMERS WHO PURCHASED VIDEO GAMES ON THE CALL OF DUTY WEBSITE.","['levi korsinsky, llp announces investigation of activision and call of duty vppa violation', ""new york city, ny access newswire march 3, 2025 levi korsinsky, llp is investigating potential claims on behalf of individuals who purchased video games through call of duty's website levi korsinsky, llp's investigation indicates that legally protected data may have been unlawfully intercepted during transactions with the call of duty website, particularly affecting customers who purchased video games on the call of duty website.""]",neutral,0.00835,neutral,neutral
28-02-2025,"LEVI & KORSINSKY, LLP ANNOUNCES INVESTIGATION OF ACTIVISION AND CALL OF DUTY VPPA VIOLATION","NEW YORK CITY, NY / ACCESS NEWSWIRE / FEBRUARY 28, 2025 / LEVI & KORSINSKY, LLP IS INVESTIGATING POTENTIAL CLAIMS ON BEHALF OF INDIVIDUALS WHO PURCHASED VIDEO GAMES THROUGH CALL OF DUTY'S WEBSITE (HTTPS://WWW.CALLOFDUTY.COM/). LEVI & KORSINSKY, LLP'S INVESTIGATION INDICATES THAT LEGALLY PROTECTED DATA MAY HAVE BEEN UNLAWFULLY INTERCEPTED DURING TRANSACTIONS WITH THE CALL OF DUTY WEBSITE, PARTICULARLY AFFECTING CUSTOMERS WHO PURCHASED VIDEO GAMES ON THE CALL OF DUTY WEBSITE.","LEVI & KORSINSKY, LLP ANNOUNCES INVESTIGATION OF ACTIVISION AND CALL OF DUTY VPPA VIOLATION. NEW YORK CITY, NY / ACCESS NEWSWIRE / FEBRUARY 28, 2025 / LEVI & KORSINSKY, LLP IS INVESTIGATING POTENTIAL CLAIMS ON BEHALF OF INDIVIDUALS WHO PURCHASED VIDEO GAMES THROUGH CALL OF DUTY'S WEBSITE (HTTPS://WWW.CALLOFDUTY.COM/). LEVI & KORSINSKY, LLP'S INVESTIGATION INDICATES THAT LEGALLY PROTECTED DATA MAY HAVE BEEN UNLAWFULLY INTERCEPTED DURING TRANSACTIONS WITH THE CALL OF DUTY WEBSITE, PARTICULARLY AFFECTING CUSTOMERS WHO PURCHASED VIDEO GAMES ON THE CALL OF DUTY WEBSITE.","['levi korsinsky, llp announces investigation of activision and call of duty vppa violation', ""new york city, ny access newswire february 28, 2025 levi korsinsky, llp is investigating potential claims on behalf of individuals who purchased video games through call of duty's website levi korsinsky, llp's investigation indicates that legally protected data may have been unlawfully intercepted during transactions with the call of duty website, particularly affecting customers who purchased video games on the call of duty website.""]",neutral,0.00835,neutral,neutral
27-02-2025,"ACTIVISION AND CALL OF DUTY VPPA VIOLATION UNDER INVESTIGATION BY LEVI & KORSINSKY, LLP ","NEW YORK, NY / ACCESS NEWSWIRE / FEBRUARY 27, 2025 / LEVI & KORSINSKY, LLP IS INVESTIGATING POTENTIAL CLAIMS ON BEHALF OF INDIVIDUALS WHO PURCHASED VIDEO GAMES THROUGH CALL OF DUTY'S WEBSITE(HTTPS://WWW.CALLOFDUTY.COM/). LEVI & KORSINSKY, LLP'S INVESTIGATION INDICATES THAT LEGALLY PROTECTED DATA MAY HAVE BEEN UNLAWFULLY INTERCEPTED DURING TRANSACTIONS WITH THE CALL OF DUTY WEBSITE, PARTICULARLY AFFECTING CUSTOMERS WHO PURCHASED VIDEO GAMES ON THE CALL OF DUTY WEBSITE.","ACTIVISION AND CALL OF DUTY VPPA VIOLATION UNDER INVESTIGATION BY LEVI & KORSINSKY, LLP . NEW YORK, NY / ACCESS NEWSWIRE / FEBRUARY 27, 2025 / LEVI & KORSINSKY, LLP IS INVESTIGATING POTENTIAL CLAIMS ON BEHALF OF INDIVIDUALS WHO PURCHASED VIDEO GAMES THROUGH CALL OF DUTY'S WEBSITE(HTTPS://WWW.CALLOFDUTY.COM/). LEVI & KORSINSKY, LLP'S INVESTIGATION INDICATES THAT LEGALLY PROTECTED DATA MAY HAVE BEEN UNLAWFULLY INTERCEPTED DURING TRANSACTIONS WITH THE CALL OF DUTY WEBSITE, PARTICULARLY AFFECTING CUSTOMERS WHO PURCHASED VIDEO GAMES ON THE CALL OF DUTY WEBSITE.","['activision and call of duty vppa violation under investigation by levi korsinsky, llp ', ""new york, ny access newswire february 27, 2025 levi korsinsky, llp is investigating potential claims on behalf of individuals who purchased video games through call of duty's website levi korsinsky, llp's investigation indicates that legally protected data may have been unlawfully intercepted during transactions with the call of duty website, particularly affecting customers who purchased video games on the call of duty website.""]",neutral,0.00835,weakly_positive,weakly_positive
27-02-2025,1KOSMOS PARTNERS WITH MICROSOFT TO SECURE ENTRA ID ENVIRONMENTS THROUGH EXTERNAL AUTHENTICATION METHODS,"ISELIN, N.J.--(BUSINESS WIRE)-- #BLOCKCHAIN--1KOSMOS NOW ENABLES EXTERNAL AUTHENTICATION FOR ENTRA ID, UNIFYING ID VERIFICATION AND PASSWORDLESS ACROSS MICROSOFT AND NON-MICROSOFT ECOSYSTEMS.","1KOSMOS PARTNERS WITH MICROSOFT TO SECURE ENTRA ID ENVIRONMENTS THROUGH EXTERNAL AUTHENTICATION METHODS. ISELIN, N.J.--(BUSINESS WIRE)-- #BLOCKCHAIN--1KOSMOS NOW ENABLES EXTERNAL AUTHENTICATION FOR ENTRA ID, UNIFYING ID VERIFICATION AND PASSWORDLESS ACROSS MICROSOFT AND NON-MICROSOFT ECOSYSTEMS.","['1kosmos partners with microsoft to secure entra id environments through external authentication methods', 'iselin, n.j.--business wire-- blockchain--1kosmos now enables external authentication for entra id, unifying id verification and passwordless across microsoft and non-microsoft ecosystems.']",weakly_positive,0.17,weakly_positive,weakly_positive
26-02-2025,"ACTIVISION AND CALL OF DUTY VPPA VIOLATION - LEVI & KORSINSKY, LLP LAUNCHES INVESTIGATION","NEW YORK CITY, NY / ACCESS NEWSWIRE / FEBRUARY 26, 2025 / LEVI & KORSINSKY, LLP IS INVESTIGATING POTENTIAL CLAIMS ON BEHALF OF INDIVIDUALS WHO PURCHASED VIDEO GAMES THROUGH CALL OF DUTY'S WEBSITE(HTTPS://WWW.CALLOFDUTY.COM/). LEVI & KORSINSKY, LLP'S INVESTIGATION INDICATES THAT LEGALLY PROTECTED DATA MAY HAVE BEEN UNLAWFULLY INTERCEPTED DURING TRANSACTIONS WITH THE CALL OF DUTY WEBSITE, PARTICULARLY AFFECTING CUSTOMERS WHO PURCHASED VIDEO GAMES ON THE CALL OF DUTY WEBSITE.","ACTIVISION AND CALL OF DUTY VPPA VIOLATION - LEVI & KORSINSKY, LLP LAUNCHES INVESTIGATION. NEW YORK CITY, NY / ACCESS NEWSWIRE / FEBRUARY 26, 2025 / LEVI & KORSINSKY, LLP IS INVESTIGATING POTENTIAL CLAIMS ON BEHALF OF INDIVIDUALS WHO PURCHASED VIDEO GAMES THROUGH CALL OF DUTY'S WEBSITE(HTTPS://WWW.CALLOFDUTY.COM/). LEVI & KORSINSKY, LLP'S INVESTIGATION INDICATES THAT LEGALLY PROTECTED DATA MAY HAVE BEEN UNLAWFULLY INTERCEPTED DURING TRANSACTIONS WITH THE CALL OF DUTY WEBSITE, PARTICULARLY AFFECTING CUSTOMERS WHO PURCHASED VIDEO GAMES ON THE CALL OF DUTY WEBSITE.","['activision and call of duty vppa violation - levi korsinsky, llp launches investigation', ""new york city, ny access newswire february 26, 2025 levi korsinsky, llp is investigating potential claims on behalf of individuals who purchased video games through call of duty's website levi korsinsky, llp's investigation indicates that legally protected data may have been unlawfully intercepted during transactions with the call of duty website, particularly affecting customers who purchased video games on the call of duty website.""]",neutral,0.00835,neutral,neutral
25-02-2025,"LEVI & KORSINSKY, LLP ANNOUNCES INVESTIGATION OF ACTIVISION AND CALL OF DUTY VPPA VIOLATION","NEW YORK, NY / ACCESS NEWSWIRE / FEBRUARY 25, 2025 / LEVI & KORSINSKY, LLP IS INVESTIGATING POTENTIAL CLAIMS ON BEHALF OF INDIVIDUALS WHO PURCHASED VIDEO GAMES THROUGH CALL OF DUTY'S WEBSITE (HTTPS://WWW.CALLOFDUTY.COM/). LEVI & KORSINSKY, LLP'S INVESTIGATION INDICATESTHAT LEGALLY PROTECTED DATA MAY HAVE BEEN UNLAWFULLY INTERCEPTED DURING TRANSACTIONS WITH THE CALL OF DUTY WEBSITE, PARTICULARLY AFFECTING CUSTOMERS WHO PURCHASED VIDEO GAMES ON THE CALL OF DUTY WEBSITE.","LEVI & KORSINSKY, LLP ANNOUNCES INVESTIGATION OF ACTIVISION AND CALL OF DUTY VPPA VIOLATION. NEW YORK, NY / ACCESS NEWSWIRE / FEBRUARY 25, 2025 / LEVI & KORSINSKY, LLP IS INVESTIGATING POTENTIAL CLAIMS ON BEHALF OF INDIVIDUALS WHO PURCHASED VIDEO GAMES THROUGH CALL OF DUTY'S WEBSITE (HTTPS://WWW.CALLOFDUTY.COM/). LEVI & KORSINSKY, LLP'S INVESTIGATION INDICATESTHAT LEGALLY PROTECTED DATA MAY HAVE BEEN UNLAWFULLY INTERCEPTED DURING TRANSACTIONS WITH THE CALL OF DUTY WEBSITE, PARTICULARLY AFFECTING CUSTOMERS WHO PURCHASED VIDEO GAMES ON THE CALL OF DUTY WEBSITE.","['levi korsinsky, llp announces investigation of activision and call of duty vppa violation', ""new york, ny access newswire february 25, 2025 levi korsinsky, llp is investigating potential claims on behalf of individuals who purchased video games through call of duty's website levi korsinsky, llp's investigation indicatesthat legally protected data may have been unlawfully intercepted during transactions with the call of duty website, particularly affecting customers who purchased video games on the call of duty website.""]",neutral,0.00835,weakly_positive,weakly_positive
25-02-2025,VEEAM EXPANDS PARTNERSHIP WITH MICROSOFT TO BUILD NEW AI-POWERED SOLUTIONS TO IMPROVE CUSTOMERS' DATA RESILIENCE,"SEATTLE--(BUSINESS WIRE)-- #AI--MICROSOFT MAKES EQUITY INVESTMENT IN VEEAM TO BUILD AI SOLUTIONS THAT HELP CUSTOMERS PROTECT, RECOVER, AND UNLOCK MORE VALUE FROM THEIR DATA.","VEEAM EXPANDS PARTNERSHIP WITH MICROSOFT TO BUILD NEW AI-POWERED SOLUTIONS TO IMPROVE CUSTOMERS' DATA RESILIENCE. SEATTLE--(BUSINESS WIRE)-- #AI--MICROSOFT MAKES EQUITY INVESTMENT IN VEEAM TO BUILD AI SOLUTIONS THAT HELP CUSTOMERS PROTECT, RECOVER, AND UNLOCK MORE VALUE FROM THEIR DATA.","[""veeam expands partnership with microsoft to build new ai-powered solutions to improve customers' data resilience"", 'seattle--business wire-- ai--microsoft makes equity investment in veeam to build ai solutions that help customers protect, recover, and unlock more value from their data.']",strongly_positive,0.7196,weakly_positive,weakly_positive
