Date,Forecasted Close Price
2025-03-05,385.5422
2025-03-06,382.5487
2025-03-07,379.52408
2025-03-10,376.545
2025-03-11,373.61838
2025-03-12,370.7337
2025-03-13,367.91312
2025-03-14,365.1189
2025-03-17,362.35806
2025-03-18,359.775
2025-03-19,357.26468
2025-03-20,354.85706
2025-03-21,352.53424
2025-03-24,350.25967
