Date,Forecasted Close Price
2025-03-05,129.79251984126984
2025-03-06,129.06261904761908
2025-03-07,129.6889166666667
2025-03-08,129.60425595238095
2025-03-09,129.74800992063496
2025-03-10,129.5975027777778
2025-03-11,129.24445714285713
2025-03-12,129.1507666666667
2025-03-13,128.82583214285714
2025-03-14,128.98981825396825
2025-03-15,128.93345714285715
2025-03-16,129.08656825396824
2025-03-17,129.15145714285714
2025-03-18,128.91229642857144
2025-03-19,129.25658214285713
