Date,Forecasted Close Price
2025-03-05,399.23310073997897
2025-03-06,395.8944107877927
2025-03-07,393.94290935996196
2025-03-08,392.5399263222399
2025-03-09,393.14739335639655
2025-03-10,390.43992248613904
2025-03-11,390.3634120740554
2025-03-12,393.27748723996206
2025-03-13,390.36293792199183
2025-03-14,390.1284111816843
2025-03-15,390.82672898142573
2025-03-16,390.6713175863769
2025-03-17,391.135371870242
2025-03-18,389.76969030561816
2025-03-19,385.01466997998347
