date,predicted_GOOG_close,Week 1,Week 2,Week 3,
05-03-2025,174.98389,-1.752,-4.17489,-5.79905,$
06-03-2025,175.94014,-1.001235028,-2.385871065,-3.314047939,%
07-03-2025,174.15474,,,,
10-03-2025,172.46765,,,,
11-03-2025,173.23189,,,,
12-03-2025,174.42259,,,,
13-03-2025,172.22275,,,,
14-03-2025,171.99622,,,,
17-03-2025,170.0538,,,,
18-03-2025,170.809,,,,
19-03-2025,170.09517,,,,
20-03-2025,171.03061,,,,
21-03-2025,169.82526,,,,
24-03-2025,168.39272,,,,
25-03-2025,169.18484,,,,
