Date,Forecasted Close Price
2025-03-05,206.77965
2025-03-06,205.01485
2025-03-07,203.39836
2025-03-10,201.8513
2025-03-11,200.33519
2025-03-12,198.8313
2025-03-13,197.33066
2025-03-14,195.82893
2025-03-17,194.32393
2025-03-18,192.81438
2025-03-19,191.29962
2025-03-20,189.77907
2025-03-21,188.25233
2025-03-24,186.719
