Date,Forecasted Close Price
2025-03-05,219.86998
2025-03-06,222.08005
2025-03-07,224.65105
2025-03-10,227.4278
2025-03-11,230.0468
2025-03-12,232.70639
2025-03-13,235.3357
2025-03-14,237.58969
2025-03-17,239.69884
2025-03-18,241.64975
2025-03-19,243.11447
2025-03-20,244.41277
2025-03-21,245.98692
2025-03-24,247.28687
