date,CNHUSD_open,CNHUSD_high,CNHUSD_low,CNHUSD_close,CNHUSD_adjClose,CNHUSD_traded_volume,CNHUSD_unadjusted_traded_Volume,CNHUSD_change,CNHUSD_changePercent,CNHUSD_vwap,CNHUSD_label,CNHUSD_changeOverTime
07-02-2025,0.13679,0.13686,0.13651,0.13651,0.13651,226944,226944,-0.00028,-0.20469,0.13667,"February 07, 25",-0.0020469
06-02-2025,0.13697,0.13703,0.1368,0.1368,0.1368,234144,234144,-0.00017,-0.12411,0.1369,"February 06, 25",-0.0012411
05-02-2025,0.13684,0.13716,0.13684,0.13691,0.13691,234692,234692,7e-05,0.05115463,0.13694,"February 05, 25",0.0005115463
04-02-2025,0.13637,0.13706,0.13637,0.13684,0.13684,278665,278665,0.00047,0.34465,0.13666,"February 04, 25",0.0034465
03-02-2025,0.13617,0.13656,0.13607,0.13637,0.13637,0,0,0.0002,0.14688,0.13629,"February 03, 25",0.0014688
02-02-2025,0.13614,0.13615,0.13572,0.1359,0.1359,0,0,-0.00023496151,-0.17259,0.13598,"February 02, 25",-0.0017259
31-01-2025,0.13669,0.13696,0.13621,0.13621,0.13621,249753,249753,-0.00048,-0.35116,0.13652,"January 31, 25",-0.0035116
30-01-2025,0.13726,0.13735,0.1367,0.1367,0.1367,208614,208614,-0.00056,-0.40798,0.137,"January 30, 25",-0.0040798
29-01-2025,0.13707,0.13738,0.13707,0.13727,0.13727,229013,229013,0.0002,0.14591,0.1372,"January 29, 25",0.0014591
28-01-2025,0.13751,0.13753,0.13709,0.13709,0.13709,235804,235804,-0.00042,-0.30543,0.13731,"January 28, 25",-0.0030543
27-01-2025,0.13766,0.13774,0.13752,0.13752,0.13752,0,0,-0.00014,-0.1017,0.13761,"January 27, 25",-0.001017
26-01-2025,0.13813,0.13815,0.13812,0.13812,0.13812,0,0,-9.164214e-06,-0.0066344,0.13813,"January 26, 25",-6.6344e-05
24-01-2025,0.13687,0.13779,0.13687,0.13767,0.13767,272179,272179,0.0008,0.5845,0.1373,"January 24, 25",0.005845
23-01-2025,0.13693,0.13706,0.13682,0.13682,0.13682,236588,236588,-0.00011,-0.08033302,0.13691,"January 23, 25",-0.0008033302
22-01-2025,0.13719,0.13726,0.13692,0.13692,0.13692,233137,233137,-0.00027,-0.19681,0.13707,"January 22, 25",-0.0019681
21-01-2025,0.13727,0.13747,0.13721,0.13721,0.13721,267548,267548,-6e-05,-0.04370948,0.13729,"January 21, 25",-0.0004370948
20-01-2025,0.13582,0.13733,0.13582,0.1373,0.1373,0,0,0.00148,1.08968,0.13657,"January 20, 25",0.0108968
19-01-2025,0.13636,0.13641,0.13636,0.13636,0.13636,0,0,-7.45058e-07,-0.000546403241,0.13637,"January 19, 25",-5.46403241e-06
17-01-2025,0.13572,0.13593,0.13572,0.13581,0.13581,213609,213609,9e-05,0.066313,0.1358,"January 17, 25",0.00066313
16-01-2025,0.13569,0.13577,0.13569,0.13572,0.13572,222153,222153,3e-05,0.02210922,0.13572,"January 16, 25",0.0002210922
15-01-2025,0.13579,0.13589,0.13568,0.13568,0.13568,212678,212678,-0.00011,-0.08100744,0.13576,"January 15, 25",-0.0008100744
14-01-2025,0.13574,0.13593,0.13574,0.13575,0.13575,237815,237815,1e-05,0.00736703,0.13579,"January 14, 25",7.36703e-05
13-01-2025,0.13542,0.1357,0.13542,0.1357,0.1357,0,0,0.00028,0.20676,0.13556,"January 13, 25",0.0020676
12-01-2025,0.13591,0.13591,0.13588,0.13589,0.13589,0,0,-1.7732382e-05,-0.01304703,0.1359,"January 12, 25",-0.0001304703
10-01-2025,0.13554,0.13579,0.1354,0.1354,0.1354,233515,233515,-0.00014,-0.10329,0.13553,"January 10, 25",-0.0010329
09-01-2025,0.13559,0.13575,0.13554,0.13554,0.13554,191733,191733,-5e-05,-0.03687588,0.13561,"January 09, 25",-0.0003687588
08-01-2025,0.13584,0.13588,0.13559,0.13559,0.13559,234484,234484,-0.00025,-0.18404,0.13572,"January 08, 25",-0.0018404
07-01-2025,0.13571,0.136,0.13571,0.1358,0.1358,242790,242790,9e-05,0.06631788,0.13581,"January 07, 25",0.0006631788
06-01-2025,0.1355,0.13626,0.1355,0.13574,0.13574,0,0,0.00024,0.17712,0.13575,"January 06, 25",0.0017712
05-01-2025,0.13592,0.13595,0.1359,0.13595,0.13595,0,0,3.2708049e-05,0.02406478,0.13593,"January 05, 25",0.0002406478
03-01-2025,0.13584,0.1361,0.1355,0.1355,0.1355,223666,223666,-0.00034,-0.25029,0.13574,"January 03, 25",-0.0025029
02-01-2025,0.13589,0.13628,0.13583,0.13583,0.13583,231968,231968,-6e-05,-0.04415336,0.13596,"January 02, 25",-0.0004415336
01-01-2025,0.13592,0.13594,0.13592,0.13593,0.13593,0,0,1e-05,0.00735727,0.13593,"January 01, 25",7.35727e-05
31-12-2024,0.13631,0.13647,0.13591,0.13591,0.13591,191083,191083,-0.0004,-0.29345,0.13615,"December 31, 24",-0.0029345
30-12-2024,0.13657,0.13661,0.13631,0.13631,0.13631,0,0,-0.00026,-0.19038,0.13645,"December 30, 24",-0.0019038
29-12-2024,0.13702,0.13703,0.13702,0.13703,0.13703,0,0,3.561378e-06,0.00259907,0.13703,"December 29, 24",2.59907e-05
27-12-2024,0.13652,0.13668,0.13652,0.13658,0.13658,190344,190344,6e-05,0.0439496,0.13658,"December 27, 24",0.000439496
26-12-2024,0.13655,0.13658,0.13653,0.13653,0.13653,138512,138512,-2e-05,-0.01464665,0.13655,"December 26, 24",-0.0001464665
25-12-2024,0.13646,0.13663,0.13646,0.13653,0.13653,7366,7366,7e-05,0.05129708,0.13652,"December 25, 24",0.0005129708
24-12-2024,0.13645,0.13663,0.13645,0.13646,0.13646,148109,148109,1e-05,0.00732869,0.1365,"December 24, 24",7.32869e-05
23-12-2024,0.13672,0.13686,0.13644,0.13644,0.13644,0,0,-0.00028,-0.2048,0.13661,"December 23, 24",-0.002048
22-12-2024,0.1372,0.1372,0.13717,0.13717,0.13717,0,0,-3.4809113e-05,-0.02537045,0.13719,"December 22, 24",-0.0002537045
20-12-2024,0.13641,0.13675,0.13641,0.13673,0.13673,246063,246063,0.00032,0.23459,0.13658,"December 20, 24",0.0023459
19-12-2024,0.13615,0.13647,0.13615,0.1364,0.1364,264193,264193,0.00025,0.18362,0.13629,"December 19, 24",0.0018362
18-12-2024,0.13682,0.13688,0.13613,0.13613,0.13613,212762,212762,-0.00069,-0.50431,0.13649,"December 18, 24",-0.0050431
17-12-2024,0.13673,0.13685,0.13673,0.13681,0.13681,210224,210224,8e-05,0.05850947,0.13678,"December 17, 24",0.0005850947
16-12-2024,0.13697,0.13702,0.13673,0.13673,0.13673,0,0,-0.00024,-0.17522,0.13686,"December 16, 24",-0.0017522
15-12-2024,0.13744,0.13744,0.13744,0.13744,0.13744,0,0,0,0,0.13744,"December 15, 24",0
13-12-2024,0.13704,0.13706,0.13697,0.13697,0.13697,211959,211959,-7e-05,-0.05107998,0.13701,"December 13, 24",-0.0005107998
12-12-2024,0.137,0.13737,0.137,0.13704,0.13704,266095,266095,4e-05,0.02919708,0.1371,"December 12, 24",0.0002919708
11-12-2024,0.13737,0.13766,0.13696,0.13696,0.13696,278071,278071,-0.00041,-0.29846,0.13724,"December 11, 24",-0.0029846
10-12-2024,0.13721,0.13767,0.13721,0.13738,0.13738,253998,253998,0.00017,0.1239,0.13737,"December 10, 24",0.001239
09-12-2024,0.13691,0.13737,0.13691,0.13719,0.13719,0,0,0.00028,0.20451,0.1371,"December 09, 24",0.0020451
08-12-2024,0.13739,0.13742,0.13739,0.13742,0.13742,0,0,2.3588538e-05,0.0171688,0.1374,"December 08, 24",0.000171688
06-12-2024,0.13727,0.13738,0.13691,0.13691,0.13691,231264,231264,-0.00036,-0.26226,0.13712,"December 06, 24",-0.0026226
05-12-2024,0.13702,0.13728,0.13702,0.13727,0.13727,187250,187250,0.00025,0.18246,0.13715,"December 05, 24",0.0018246
04-12-2024,0.13659,0.13718,0.13659,0.13699,0.13699,225761,225761,0.0004,0.29285,0.13684,"December 04, 24",0.0029285
03-12-2024,0.13685,0.13689,0.13658,0.13658,0.13658,251415,251415,-0.00027,-0.1973,0.13673,"December 03, 24",-0.001973
02-12-2024,0.13756,0.13756,0.13685,0.13685,0.13685,0,0,-0.00071,-0.51614,0.13721,"December 02, 24",-0.0051614
01-12-2024,0.13805,0.13805,0.13785,0.13785,0.13785,0,0,-0.000197350979,-0.14295,0.13795,"December 01, 24",-0.0014295
29-11-2024,0.13754,0.13789,0.13754,0.13756,0.13756,264746,264746,2e-05,0.01454122,0.13763,"November 29, 24",0.0001454122
28-11-2024,0.13763,0.13764,0.13754,0.13754,0.13754,180729,180729,-9e-05,-0.06539272,0.13759,"November 28, 24",-0.0006539272
27-11-2024,0.13738,0.13767,0.13738,0.13761,0.13761,259545,259545,0.00023,0.16742,0.13751,"November 27, 24",0.0016742
26-11-2024,0.13761,0.13763,0.13737,0.13737,0.13737,265779,265779,-0.00024,-0.17441,0.1375,"November 26, 24",-0.0017441
25-11-2024,0.13735,0.13778,0.13735,0.13759,0.13759,0,0,0.00024,0.17474,0.13752,"November 25, 24",0.0017474
24-11-2024,0.13782,0.13799,0.1378,0.13799,0.13799,0,0,0.000167354941,0.12143,0.1379,"November 24, 24",0.0012143
22-11-2024,0.13743,0.13752,0.13735,0.13735,0.13735,263652,263652,-8e-05,-0.05821145,0.13741,"November 22, 24",-0.0005821145
21-11-2024,0.13753,0.1377,0.13742,0.13742,0.13742,262945,262945,-0.00011,-0.07998255,0.13752,"November 21, 24",-0.0007998255
20-11-2024,0.13783,0.13787,0.13753,0.13753,0.13753,9342,9342,-0.0003,-0.21766,0.13769,"November 20, 24",-0.0021766
19-11-2024,0.138,0.138,0.13784,0.13784,0.13784,11817,11817,-0.00016,-0.11594,0.13792,"November 19, 24",-0.0011594
18-11-2024,0.1378,0.138,0.1378,0.138,0.138,0,0,0.0002,0.14514,0.1379,"November 18, 24",0.0014514
17-11-2024,0.13824,0.13824,0.13824,0.13824,0.13824,0,0,0,0,0.13824,"November 17, 24",0
15-11-2024,0.13745,0.13789,0.13745,0.13773,0.13773,12199,12199,0.00028,0.20371,0.13763,"November 15, 24",0.0020371
14-11-2024,0.13765,0.13776,0.13747,0.13747,0.13747,20323,20323,-0.00018,-0.13077,0.13759,"November 14, 24",-0.0013077
13-11-2024,0.13766,0.13823,0.13766,0.13767,0.13767,10882,10882,1e-05,0.00726427,0.1378,"November 13, 24",7.26427e-05
12-11-2024,0.13795,0.13804,0.13771,0.13771,0.13771,13133,13133,-0.00024,-0.17398,0.13785,"November 12, 24",-0.0017398
11-11-2024,0.13847,0.13873,0.13796,0.13796,0.13796,0,0,-0.00051,-0.36831,0.13828,"November 11, 24",-0.0036831
10-11-2024,0.13908,0.13908,0.13907,0.13907,0.13907,0,0,-1.8388033e-05,-0.01322072,0.13908,"November 10, 24",-0.0001322072
08-11-2024,0.13948,0.13952,0.13846,0.13846,0.13846,261055,261055,-0.00102,-0.73129,0.13898,"November 08, 24",-0.0073129
07-11-2024,0.13842,0.1396,0.13842,0.13947,0.13947,279809,279809,0.00105,0.75856,0.13898,"November 07, 24",0.0075856
06-11-2024,0.14042,0.14062,0.13841,0.13841,0.13841,334048,334048,-0.00201,-1.43142,0.13947,"November 06, 24",-0.0143142
05-11-2024,0.14023,0.14043,0.14023,0.14041,0.14041,196186,196186,0.00018,0.12836,0.14033,"November 05, 24",0.0012836
04-11-2024,0.13971,0.1407,0.13971,0.14023,0.14023,0,0,0.00052,0.3722,0.14009,"November 04, 24",0.003722
03-11-2024,0.14035,0.14069,0.14035,0.14067,0.14067,0,0,0.000328123569,0.2338,0.14051,"November 03, 24",0.002338
01-11-2024,0.14002,0.1401,0.13971,0.13971,0.13971,216167,216167,-0.00031,-0.2214,0.13989,"November 01, 24",-0.002214
31-10-2024,0.13994,0.14004,0.13994,0.13994,0.13994,233992,233992,0,0,0.13997,"October 31, 24",0
30-10-2024,0.1396,0.13997,0.1396,0.13993,0.13993,230822,230822,0.00033,0.23639,0.13977,"October 30, 24",0.0023639
29-10-2024,0.13958,0.13961,0.13958,0.13959,0.13959,216636,216636,1e-05,0.00716435,0.13959,"October 29, 24",7.16435e-05
28-10-2024,0.13976,0.1398,0.13958,0.13958,0.13958,187458,187458,-0.00018,-0.12879,0.13968,"October 28, 24",-0.0012879
27-10-2024,0.14028,0.14028,0.14023,0.14024,0.14024,0,0,-3.7372112e-05,-0.0266409,0.14026,"October 27, 24",-0.000266409
25-10-2024,0.13997,0.13997,0.13976,0.13976,0.13976,199949,199949,-0.00021,-0.15003,0.13987,"October 25, 24",-0.0015003
24-10-2024,0.13969,0.14011,0.13969,0.13996,0.13996,221064,221064,0.00027,0.19329,0.13986,"October 24, 24",0.0019329
23-10-2024,0.13976,0.13978,0.1397,0.1397,0.1397,220938,220938,-6e-05,-0.04293074,0.13974,"October 23, 24",-0.0004293074
22-10-2024,0.13974,0.13984,0.13974,0.13975,0.13975,212827,212827,1e-05,0.00715615,0.13977,"October 22, 24",7.15615e-05
21-10-2024,0.14008,0.14022,0.13974,0.13974,0.13974,0,0,-0.00034,-0.24272,0.13994,"October 21, 24",-0.0024272
20-10-2024,0.14062,0.14062,0.14053,0.14055,0.14055,0,0,-6.8977475e-05,-0.04905147,0.14058,"October 20, 24",-0.0004905147
18-10-2024,0.13972,0.14023,0.13972,0.14008,0.14008,210056,210056,0.00036,0.25766,0.13994,"October 18, 24",0.0025766
17-10-2024,0.13976,0.13993,0.13972,0.13972,0.13972,212300,212300,-4e-05,-0.02862049,0.13978,"October 17, 24",-0.0002862049
16-10-2024,0.13978,0.14002,0.13975,0.13975,0.13975,205814,205814,-3e-05,-0.0214623,0.13983,"October 16, 24",-0.000214623
15-10-2024,0.14054,0.14062,0.13978,0.13978,0.13978,237424,237424,-0.00076,-0.54077,0.14018,"October 15, 24",-0.0054077
14-10-2024,0.14104,0.14104,0.14053,0.14053,0.14053,0,0,-0.00051,-0.3616,0.14079,"October 14, 24",-0.003616
13-10-2024,0.14145,0.14147,0.14133,0.14136,0.14136,0,0,-8.918345e-05,-0.06304815,0.1414,"October 13, 24",-0.0006304815
11-10-2024,0.14076,0.14111,0.14076,0.14104,0.14104,189922,189922,0.00028,0.19892,0.14092,"October 11, 24",0.0019892
10-10-2024,0.14059,0.14105,0.14059,0.14076,0.14076,240796,240796,0.00017,0.12092,0.14075,"October 10, 24",0.0012092
09-10-2024,0.14102,0.14133,0.1406,0.1406,0.1406,238562,238562,-0.00042,-0.29783,0.14089,"October 09, 24",-0.0029783
08-10-2024,0.14104,0.14148,0.14104,0.14105,0.14105,264673,264673,1e-05,0.00709019,0.14115,"October 08, 24",7.09019e-05
07-10-2024,0.14052,0.14127,0.14052,0.14105,0.14105,0,0,0.00053,0.37717,0.14084,"October 07, 24",0.0037717
06-10-2024,0.14095,0.14095,0.14091,0.14092,0.14092,0,0,-3.7133694e-05,-0.02634469,0.14093,"October 06, 24",-0.0002634469
04-10-2024,0.14143,0.1415,0.14052,0.14052,0.14052,239580,239580,-0.00091,-0.64343,0.14099,"October 04, 24",-0.0064343
03-10-2024,0.14172,0.14174,0.14145,0.14145,0.14145,243595,243595,-0.00027,-0.19052,0.14159,"October 03, 24",-0.0019052
02-10-2024,0.14185,0.14233,0.14171,0.14171,0.14171,244189,244189,-0.00014,-0.09869581,0.1419,"October 02, 24",-0.0009869581
01-10-2024,0.14231,0.14242,0.14186,0.14186,0.14186,263092,263092,-0.00045,-0.31621,0.14211,"October 01, 24",-0.0031621
30-09-2024,0.14284,0.143,0.14229,0.14229,0.14229,0,0,-0.00055,-0.38505,0.14261,"September 30, 24",-0.0038505
29-09-2024,0.14331,0.14335,0.14331,0.14333,0.14333,0,0,2.3826957e-05,0.01662647,0.14332,"September 29, 24",0.0001662647
27-09-2024,0.143,0.14303,0.14284,0.14284,0.14284,283966,283966,-0.00016,-0.11189,0.14293,"September 27, 24",-0.0011189
26-09-2024,0.14179,0.14303,0.14179,0.14301,0.14301,163651,163651,0.00122,0.86043,0.1424,"September 26, 24",0.0086043
25-09-2024,0.14223,0.1425,0.14179,0.14179,0.14179,216593,216593,-0.00044,-0.30936,0.14208,"September 25, 24",-0.0030936
24-09-2024,0.14124,0.14225,0.14124,0.14224,0.14224,262579,262579,0.001,0.70801,0.14174,"September 24, 24",0.0070801
23-09-2024,0.14161,0.14163,0.14124,0.14124,0.14124,0,0,-0.00037,-0.26128,0.14143,"September 23, 24",-0.0026128
22-09-2024,0.14197,0.14204,0.14192,0.14204,0.14204,0,0,7.6428056e-05,0.05383562,0.14199,"September 22, 24",0.0005383562
20-09-2024,0.141,0.14163,0.141,0.14161,0.14161,253325,253325,0.00061,0.43262,0.14131,"September 20, 24",0.0043262
19-09-2024,0.14057,0.14121,0.14057,0.14104,0.14104,282143,282143,0.00047,0.33435,0.14085,"September 19, 24",0.0033435
18-09-2024,0.14023,0.14101,0.14023,0.14059,0.14059,222013,222013,0.00036,0.25672,0.14052,"September 18, 24",0.0025672
17-09-2024,0.1405,0.14058,0.14022,0.14022,0.14022,213767,213767,-0.00028,-0.19929,0.14038,"September 17, 24",-0.0019929
16-09-2024,0.14043,0.14068,0.14043,0.14053,0.14053,0,0,0.0001,0.07120986,0.14052,"September 16, 24",0.0007120986
15-09-2024,0.14083,0.14083,0.14075,0.14083,0.14083,0,0,-2.577901e-06,-0.0018305,0.14081,"September 15, 24",-1.8305e-05
13-09-2024,0.14007,0.14062,0.14007,0.14043,0.14043,251403,251403,0.00036,0.25701,0.1403,"September 13, 24",0.0025701
12-09-2024,0.13991,0.1401,0.13991,0.14003,0.14003,224418,224418,0.00012,0.08576942,0.13999,"September 12, 24",0.0008576942
11-09-2024,0.13978,0.14027,0.13978,0.13991,0.13991,251361,251361,0.00013,0.09300329,0.13994,"September 11, 24",0.0009300329
10-09-2024,0.14003,0.14008,0.13977,0.13977,0.13977,218165,218165,-0.00026,-0.18567,0.13991,"September 10, 24",-0.0018567
09-09-2024,0.14054,0.1407,0.14005,0.14005,0.14005,0,0,-0.00049,-0.34866,0.14033,"September 09, 24",-0.0034866
08-09-2024,0.1408143292661461,0.1408823744878926,0.1407984681126669,0.1408177002216471,0.1408177002216471,37192,37192,3.37e-06,0.0023939,0.1408,"September 08, 24",2.3939e-05
06-09-2024,0.14068,0.14092,0.14054,0.14054,0.14054,240759,240759,-0.00014,-0.09951663,0.14067,"September 06, 24",-0.0009951663
05-09-2024,0.1402,0.1407,0.1402,0.14067,0.14067,244665,244665,0.00047,0.33524,0.14044,"September 05, 24",0.0033524
04-09-2024,0.13999,0.14031,0.13999,0.14019,0.14019,222741,222741,0.0002,0.14287,0.14012,"September 04, 24",0.0014287
03-09-2024,0.14014,0.14017,0.14002,0.14002,0.14002,231886,231886,-0.00012,-0.08562866,0.14009,"September 03, 24",-0.0008562866
02-09-2024,0.14066,0.14071,0.14017,0.14017,0.14017,0,0,-0.00049,-0.34836,0.14043,"September 02, 24",-0.0034836
01-09-2024,0.14115,0.1412,0.14107,0.1411,0.1411,0,0,-4.9e-05,-0.03471435,0.14113,"September 01, 24",-0.0003471435
30-08-2024,0.14059,0.14097,0.14059,0.14066,0.14066,231078,231078,7e-05,0.04979017,0.1407,"August 30, 24",0.0004979017
29-08-2024,0.13984,0.14074,0.13984,0.14062,0.14062,228609,228609,0.00078,0.55778,0.14026,"August 29, 24",0.0055778
28-08-2024,0.14003,0.14007,0.13982,0.13982,0.13982,201791,201791,-0.00021,-0.14997,0.13993,"August 28, 24",-0.0014997
27-08-2024,0.14,0.14006,0.14,0.14003,0.14003,200556,200556,3e-05,0.02142857,0.14002,"August 27, 24",0.0002142857
26-08-2024,0.1401,0.14027,0.13999,0.13999,0.13999,215064,215064,-0.00011,-0.07851535,0.14009,"August 26, 24",-0.0007851535
25-08-2024,0.14059,0.14059,0.14059,0.14059,0.14059,0,0,0,0,0.14059,"August 25, 24",0
23-08-2024,0.13952,0.14018,0.13952,0.1401,0.1401,220645,220645,0.00058,0.41571,0.13983,"August 23, 24",0.0041571
22-08-2024,0.13981,0.13992,0.13954,0.13954,0.13954,208577,208577,-0.00027,-0.19312,0.1397,"August 22, 24",-0.0019312
21-08-2024,0.14011,0.14017,0.13983,0.13983,0.13983,0,0,-0.00028,-0.19984,0.13999,"August 21, 24",-0.0019984
20-08-2024,0.1398,0.14013,0.1398,0.1401,0.1401,0,0,0.0003,0.21459,0.13996,"August 20, 24",0.0021459
19-08-2024,0.1392,0.13986,0.1392,0.13978,0.13978,0,0,0.00058,0.41667,0.13951,"August 19, 24",0.0041667
18-08-2024,0.13969,0.13969,0.13969,0.13969,0.13969,0,0,4e-06,0.00286348,0.13969,"August 18, 24",2.86348e-05
16-08-2024,0.13887,0.13925,0.13887,0.1392,0.1392,0,0,0.00033,0.23763,0.13905,"August 16, 24",0.0023763
15-08-2024,0.13955,0.13956,0.13885,0.13885,0.13885,0,0,-0.0007,-0.50161,0.1392,"August 15, 24",-0.0050161
14-08-2024,0.13948,0.13982,0.13948,0.13955,0.13955,0,0,7e-05,0.05018641,0.13958,"August 14, 24",0.0005018641
13-08-2024,0.13889,0.13955,0.13889,0.13949,0.13949,0,0,0.0006,0.432,0.13921,"August 13, 24",0.00432
12-08-2024,0.13898,0.13906,0.1389,0.1389,0.1389,0,0,-8e-05,-0.05756224,0.13896,"August 12, 24",-0.0005756224
11-08-2024,0.13954,0.13954,0.13954,0.13954,0.13954,0,0,0,0,0.13954,"August 11, 24",0
09-08-2024,0.13882,0.13917,0.13882,0.13898,0.13898,0,0,0.00016,0.11526,0.13895,"August 09, 24",0.0011526
08-08-2024,0.13904,0.13933,0.13883,0.13883,0.13883,0,0,-0.00021,-0.15104,0.13901,"August 08, 24",-0.0015104
07-08-2024,0.13925,0.13932,0.13904,0.13904,0.13904,0,0,-0.00021,-0.15081,0.13916,"August 07, 24",-0.0015081
06-08-2024,0.13973,0.13975,0.13926,0.13926,0.13926,0,0,-0.00047,-0.33636,0.1395,"August 06, 24",-0.0033636
05-08-2024,0.13916,0.14076,0.13916,0.13972,0.13972,0,0,0.00056,0.40241,0.1397,"August 05, 24",0.0040241
04-08-2024,0.13974,0.13974,0.13974,0.13974,0.13974,0,0,0,0,0.13974,"August 04, 24",0
02-08-2024,0.13755,0.13957,0.13755,0.13916,0.13916,0,0,0.00161,1.17048,0.13846,"August 02, 24",0.0117048
01-08-2024,0.13798,0.13829,0.13754,0.13754,0.13754,0,0,-0.00044,-0.31889,0.13784,"August 01, 24",-0.0031889
31-07-2024,0.13769,0.13821,0.13769,0.13802,0.13802,0,0,0.00033,0.23967,0.1379,"July 31, 24",0.0023967
30-07-2024,0.13712,0.13779,0.13712,0.13765,0.13765,0,0,0.00053,0.38652,0.13742,"July 30, 24",0.0038652
29-07-2024,0.13728,0.13736,0.13712,0.13712,0.13712,0,0,-0.00016,-0.11655,0.13722,"July 29, 24",-0.0011655
28-07-2024,0.13775,0.13775,0.13774,0.13775,0.13775,0,0,-1e-06,-0.000725968624,0.13774,"July 28, 24",-7.25968624e-06
26-07-2024,0.13769,0.13783,0.13728,0.13728,0.13728,0,0,-0.00041,-0.29777,0.13752,"July 26, 24",-0.0029777
25-07-2024,0.13721,0.13837,0.13721,0.13767,0.13767,0,0,0.00046,0.33525,0.13761,"July 25, 24",0.0033525
24-07-2024,0.13679,0.1373,0.13679,0.1372,0.1372,0,0,0.00041,0.29973,0.13702,"July 24, 24",0.0029973
23-07-2024,0.13666,0.13685,0.13666,0.13679,0.13679,0,0,0.00013,0.09512659,0.13674,"July 23, 24",0.0009512659
22-07-2024,0.13686,0.137,0.13665,0.13665,0.13665,0,0,-0.00021,-0.15344,0.13679,"July 22, 24",-0.0015344
21-07-2024,0.13731,0.13731,0.1373,0.13731,0.13731,0,0,-7e-06,-0.00509781,0.13731,"July 21, 24",-5.09781e-05
19-07-2024,0.137,0.13703,0.13686,0.13686,0.13686,0,0,-0.00014,-0.10219,0.13694,"July 19, 24",-0.0010219
18-07-2024,0.13712,0.13727,0.13701,0.13701,0.13701,0,0,-0.00011,-0.0802217,0.1371,"July 18, 24",-0.000802217
17-07-2024,0.1368,0.13732,0.1368,0.13712,0.13712,0,0,0.00032,0.23392,0.13701,"July 17, 24",0.0023392
16-07-2024,0.13707,0.13709,0.1368,0.1368,0.1368,0,0,-0.00027,-0.19698,0.13694,"July 16, 24",-0.0019698
15-07-2024,0.13711,0.13716,0.13706,0.13706,0.13706,0,0,-5e-05,-0.03646707,0.1371,"July 15, 24",-0.0003646707
14-07-2024,0.13757,0.13757,0.13757,0.13757,0.13757,0,0,-4e-06,-0.00290755,0.13757,"July 14, 24",-2.90755e-05
12-07-2024,0.13719,0.1373,0.13711,0.13711,0.13711,0,0,-8e-05,-0.05831329,0.13718,"July 12, 24",-0.0005831329
11-07-2024,0.13674,0.13736,0.13674,0.1372,0.1372,0,0,0.00046,0.3364,0.13701,"July 11, 24",0.003364
10-07-2024,0.1368,0.1368,0.13674,0.13674,0.13674,0,0,-6e-05,-0.04385965,0.13677,"July 10, 24",-0.0004385965
09-07-2024,0.13686,0.13687,0.1368,0.1368,0.1368,0,0,-6e-05,-0.04384042,0.13683,"July 09, 24",-0.0004384042
08-07-2024,0.13682,0.13687,0.13682,0.13686,0.13686,0,0,4e-05,0.02923549,0.13684,"July 08, 24",0.0002923549
07-07-2024,0.13725,0.13725,0.13723,0.13723,0.13723,0,0,-1.3e-05,-0.00947211,0.13724,"July 07, 24",-9.47211e-05
05-07-2024,0.13672,0.13693,0.13672,0.13682,0.13682,0,0,0.0001,0.07314219,0.1368,"July 05, 24",0.0007314219
04-07-2024,0.13653,0.13674,0.13653,0.1367,0.1367,0,0,0.00017,0.12451,0.13663,"July 04, 24",0.0012451
03-07-2024,0.13645,0.13674,0.13645,0.13652,0.13652,0,0,7e-05,0.05130084,0.13654,"July 03, 24",0.0005130084
02-07-2024,0.13649,0.13653,0.13645,0.13645,0.13645,0,0,-4e-05,-0.02930618,0.13648,"July 02, 24",-0.0002930618
01-07-2024,0.13659,0.1367,0.13649,0.13649,0.13649,0,0,-0.0001,-0.0732118,0.13657,"July 01, 24",-0.000732118
30-06-2024,0.13711,0.13711,0.13711,0.13711,0.13711,0,0,0,0,0.13711,"June 30, 24",0
28-06-2024,0.13653,0.13676,0.13653,0.13659,0.13659,0,0,6e-05,0.04394639,0.1366,"June 28, 24",0.0004394639
27-06-2024,0.13658,0.13668,0.13654,0.13654,0.13654,0,0,-4e-05,-0.02928686,0.13659,"June 27, 24",-0.0002928686
26-06-2024,0.13678,0.13681,0.13657,0.13657,0.13657,0,0,-0.00021,-0.15353,0.13668,"June 26, 24",-0.0015353
25-06-2024,0.13689,0.13703,0.1368,0.1368,0.1368,0,0,-9e-05,-0.06574622,0.13688,"June 25, 24",-0.0006574622
24-06-2024,0.13677,0.13701,0.13677,0.1369,0.1369,0,0,0.00013,0.09505008,0.13686,"June 24, 24",0.0009505008
23-06-2024,0.13723,0.13723,0.13722,0.13722,0.13722,0,0,-9e-06,-0.00655819,0.13723,"June 23, 24",-6.55819e-05
21-06-2024,0.13677,0.13688,0.13677,0.13677,0.13677,0,0,0,0,0.1368,"June 21, 24",0
20-06-2024,0.13696,0.13698,0.13676,0.13676,0.13676,0,0,-0.0002,-0.14603,0.13686,"June 20, 24",-0.0014603
19-06-2024,0.13713,0.13714,0.13696,0.13696,0.13696,0,0,-0.00017,-0.12397,0.13705,"June 19, 24",-0.0012397
18-06-2024,0.13715,0.13716,0.13713,0.13713,0.13713,0,0,-2e-05,-0.01458257,0.13714,"June 18, 24",-0.0001458257
